City,AQI,PM2.5,PM10,O3,NO2,SO2,CO,Latitude,Longitude,Time
"Kera, Kochi, Kochi Prefecture, Japan (介良高知市)",17,17.0,6.0,12.1,1.9,1.5,,33.5489621,133.5987948,2024-04-21 23:00:00
"Polayathode, Kollam, India",104,104.0,65.0,14.0,3.1,2.3,7.3,8.8787,76.6073,2024-04-21 21:00:00
"Plammoodu, Thiruvananthapuram, India",90,90.0,46.0,8.1,3.4,2.4,2.2,8.5149093,76.9435879,2024-04-21 21:00:00
"Corporation Ground, Thrissur, India",82,82.0,53.0,11.4,2.7,0.3,6.4,10.5324,76.2159,2024-04-21 21:00:00
"Rue  Lafaurie (coté Montant), Le Havre, France",53,53.0,12.0,,3.2,,,49.5001917595947,0.110902803971606,2024-04-21 16:00:00
"T T Nagar, Bhopal, India",118,86.0,118.0,18.2,12.4,9.1,6.5,23.233584,77.400574,2024-04-21 21:00:00
"Shrivastav Colony, Damoh, India",50,50.0,36.0,,2.4,,4.4,23.81748678,79.446246,2024-01-22 16:00:00
"Bhopal Chauraha, Dewas, India",81,81.0,48.0,8.7,4.6,9.6,3.9,22.9682591,76.064118,2024-04-21 08:00:00
"Phool Bagh, Gwalior, India",83,83.0,38.0,,1.5,6.4,8.9,26.210536,78.171,2024-04-21 21:00:00
"Marhatal, Jabalpur, India",164,164.0,134.0,0.5,44.9,8.6,59.0,23.168606,79.932247,2024-04-21 21:00:00
"Shasthri Nagar, Ratlam, India",160,160.0,101.0,,11.6,16.3,,23.331731,75.045981,2024-04-21 21:00:00
"Deen Dayal Nagar, Sagar, India",14,33.0,14.0,,8.7,3.2,11.4,23.8640158,78.80289321,2024-04-21 21:00:00
"Bandhavgar Colony, Satna, India",-,95.0,82.0,3.3,17.3,1.5,9.8,24.58434363,80.8549414,2024-04-21 07:00:00
"Mahakaleshwar Temple, Ujjain, India",-,57.0,61.0,50.4,7.6,4.9,5.7,23.182719,75.768218,2024-04-20 22:00:00
"Gurdeo Nagar, Aurangabad, India",70,70.0,73.0,21.4,0.1,1.0,6.9,24.75746,84.366208,2024-04-21 20:00:00
"MIDC Khutala, Chandrapur, India",112,112.0,66.0,18.7,16.2,8.3,5.0,19.9775302,79.2337086,2024-04-21 00:00:00
"Malayer, Hamadan, Iran (ملایر همدان)",58,58.0,,,23.0,10.0,14.0,34.2875011,48.787992,2024-04-21 19:00:00
"Khadakpada, Kalyan, India",999,430.0,999.0,3.3,11.9,11.6,3.3,19.25292,73.142019,2024-04-21 21:00:00
"Mumbai US Consulate, India (मुंबई अमेरिकी वाणिज्य दूतावास)",50,50.0,,,,,,19.072830200195,72.882606506348,2024-04-21 20:00:00
"Opp GPO Civil Lines, Nagpur, India",159,159.0,86.0,10.6,22.5,11.4,10.9,21.152875,79.0517531,2024-04-21 21:00:00
"Gangapur Road, Nashik, India",89,89.0,55.0,11.1,10.2,4.3,14.8,20.0073285,73.7762427,2024-04-21 21:00:00
"Shivajinagar, Pune, Pune, India",232,232.0,138.0,61.0,198.0,,51.0,18.529603,73.849586,2021-11-15 06:00:00
"Solapur, Solapur, India",106,106.0,80.0,,20.1,42.3,,17.6599188,75.9063906,2024-04-21 21:00:00
"Pimpleshwar Mandir, Dombivali, Thane, India",55,,55.0,8.4,6.9,1.9,9.8,19.192056,72.9585188,2024-04-21 21:00:00
"Khadakpada, Kalyan, India",999,430.0,999.0,3.3,11.9,11.6,3.3,19.25292,73.142019,2024-04-21 21:00:00
"DM College of Science, Imphal, India",40,36.0,22.0,18.9,2.8,40.0,1.2,24.8207389,93.9423085,2024-04-21 21:00:00
"Lumpyngngad, Shillong, India",97,97.0,1.0,0.2,0.3,15.8,1.5,25.5586,91.8985,2024-04-21 21:00:00
"Sikulpuikawn, Aizawl, India",61,61.0,57.0,1.6,0.1,1.1,2.4,23.7176342,92.7192841,2024-04-21 21:00:00
"PWD Juction, Kohima, India",124,124.0,60.0,2.7,1.3,13.1,2.2,25.6635413,94.0989878,2024-04-21 21:00:00
"Mons, Belgium",2,3.0,2.0,,,,,50.4651921586212,3.93971432591091,2024-04-21 17:00:00
"Jawahar Nagar, Puducherry, India",36,36.0,18.0,12.6,2.2,2.7,4.7,11.9309,79.8027,2024-04-21 21:00:00
"Jawahar Nagar, Puducherry, India",36,36.0,18.0,12.6,2.2,2.7,4.7,11.9309,79.8027,2024-04-21 21:00:00
"Golden Temple, Amritsar, India",123,123.0,60.0,20.8,14.8,7.7,6.4,31.62,74.876512,2024-04-21 21:00:00
"Sector 22, Chandigarh, India",57,57.0,44.0,53.4,11.1,4.2,6.2,30.735567,76.775714,2024-04-21 19:00:00
"Civil Line, Jalandhar, India",72,72.0,54.0,3.7,12.9,4.1,6.1,31.321907,75.578914,2024-04-21 21:00:00
"Punjab Agricultural University, Ludhiana, India",152,152.0,76.0,12.6,7.2,3.2,5.6,30.9028,75.8086,2024-04-21 21:00:00
"Model Town, Patiala, India",112,112.0,86.0,16.8,8.2,3.9,6.8,30.349388,76.366642,2024-04-21 21:00:00
"Ratanpura, Rupnagar, India",51,51.0,20.0,,,4.8,5.1,31.0325454,76.5623046,2024-04-21 21:00:00
"Civil Lines, Ajmer, India",85,85.0,54.0,12.0,7.2,5.0,11.9,26.470859,74.646594,2024-04-21 21:00:00
"Moti Doongri, Alwar, India",97,97.0,57.0,3.9,20.4,4.7,19.0,27.554793,76.611536,2024-04-21 21:00:00
"Tulle centre, France",37,,9.0,36.6,0.5,,,45.262666665757,1.76283333333,2024-04-21 16:00:00
"Police Commissionerate, Jaipur, India",65,63.0,65.0,28.5,11.0,10.8,2.1,26.9164092,75.7994901,2024-04-21 21:00:00
"Collectorate, Jodhpur, India",105,56.0,105.0,6.5,17.2,1.5,9.7,26.268249,73.0193853,2024-04-21 21:00:00
"Shrinath Puram, Kota, India",147,147.0,70.0,4.6,37.7,4.0,5.2,25.14389,75.821256,2024-04-21 21:00:00
"Indira Colony Vistar, Pali, India",159,159.0,117.0,18.3,8.3,4.3,11.6,25.771061,73.340227,2024-04-21 21:00:00
"Ashok Nagar, Udaipur, India",118,118.0,59.0,18.8,28.6,2.9,4.2,24.5886166,73.6321397,2024-04-21 21:00:00
"Zero Point GICI, Gangtok, India",60,60.0,41.0,14.6,1.2,4.9,3.5,27.33853,88.614099,2024-04-21 21:00:00
"Chennai US Consulate, Chennai, India (चेन्नई अमेरिकी वाणिज्य दूतावास)",50,50.0,,,,,,13.087840080261,80.278472900391,2024-04-21 20:00:00
"SIDCO Kurichi, Coimbatore, India",87,87.0,58.0,3.2,0.5,7.2,5.2,10.942451,76.978996,2023-07-21 11:00:00
"Mendonsa Colony, Dindigul, India",61,61.0,41.0,1.0,0.1,17.0,4.2,10.358535,77.984321,2023-07-25 10:00:00
"Chalai Bazaar, Ramanathapuram, India",-,109.0,53.0,5.5,0.1,3.8,0.1,9.36399,78.831977,2024-04-20 15:00:00
"Salem, Oregon, USA",23,23.0,,,,,,44.943114,-123.005934,2024-04-21 07:00:00
"Kumaran College, Tirupur, India",62,62.0,61.0,2.8,14.7,9.3,14.2,11.0973603,77.3228673,2024-04-21 21:00:00
"Meelavittan, Thoothukudi, India",81,,81.0,0.1,12.0,5.1,3.9,8.816428,78.099039,2024-04-21 21:00:00
"Bombay Castel, Ooty, India",112,112.0,880.0,2.1,10.8,5.3,4.1,11.4068288,76.7138973,2024-04-21 21:00:00
"Hyderabad US Consulate, India (हैदराबाद अमेरिकी वाणिज्य दूतावास)",158,158.0,,,,,,17.384050369263,78.456359863281,2024-04-21 20:00:00
"IITH Kandi, Hyderabad, India",66,66.0,50.0,12.0,1.8,1.4,2.9,17.585705,78.126199,2024-04-21 21:00:00
"Bardowali, Agartala, India",115,115.0,71.0,7.2,1.9,12.2,3.0,23.8175497,91.2726974,2024-04-21 21:00:00
"Sanjay Palace, Agra, India",53,53.0,43.0,14.1,17.9,3.4,,27.19865833,78.00598056,2024-04-21 21:00:00
"Rajendra Nagar, Bareilly, India",70,58.0,70.0,12.6,0.8,19.7,2.8,28.38910936,79.42963708,2024-04-21 21:00:00
"Yamunapuram, Bulandshahr, India",104,96.0,104.0,8.9,47.7,7.1,9.3,28.406963,77.849831,2024-04-21 21:00:00
"Sanjay Nagar, Ghaziabad, India",133,133.0,121.0,12.1,31.4,15.8,15.8,28.685382,77.453839,2024-04-21 21:00:00
"Madan Mohan Malaviya University of Technology, Gorakhpur, India",95,95.0,73.0,17.2,0.9,22.6,2.3,26.730136,83.433859,2024-04-21 21:00:00
"Shivaji Nagar, Jhansi, India",83,83.0,43.0,5.6,12.3,6.0,5.2,25.4547,78.6039,2024-04-21 21:00:00
"FTI Kidwai Nagar, Kanpur, India",128,128.0,86.0,1.2,4.3,10.0,6.5,26.428282,80.327067,2024-04-21 21:00:00
"B R Ambedkar University, Lucknow, India",98,98.0,85.0,21.7,4.2,12.8,4.5,26.766433,80.927299,2024-04-21 21:00:00
"Omex Eternity, Vrindavan, India",130,119.0,130.0,13.0,1.0,19.7,7.8,27.571409,77.655757,2024-04-21 21:00:00
"Pallavpuram Phase 2, Meerut, India",129,127.0,129.0,13.6,24.5,9.3,11.1,29.06351,77.709723,2024-04-21 21:00:00
"Jigar Colony, Moradabad, India",88,70.0,88.0,19.4,7.0,4.1,5.1,28.856664,78.772638,2024-04-21 21:00:00
"New Mandi, Muzaffarnagar, India",156,156.0,128.0,14.0,19.1,11.8,12.9,29.4723508,77.7194031,2024-04-21 21:00:00
"Maldahiya, Varanasi, India",64,64.0,34.0,3.1,0.6,10.7,4.4,25.32393,82.99687,2024-04-21 21:00:00
"Doon University, Dehradun, India",113,113.0,59.0,37.0,0.8,0.8,2.8,30.269444,78.044167,2024-04-21 21:00:00
"Flag Pole, Woodstock School, Mussoorie, India, India",-,,,,,,,30.455449,78.100618,
"Asansol Court Area, Asansol, India",181,181.0,118.0,13.6,18.1,6.4,10.5,23.685297,86.945968,2024-04-21 21:00:00
"Ghusuri, Howrah, India",161,161.0,98.0,8.3,12.7,1.9,2.8,22.611968,88.347422,2024-04-21 21:00:00
"Rabindra Bharati University, Kolkata, India",115,115.0,58.0,16.3,15.6,2.7,6.0,22.627847,88.380669,2024-04-21 21:00:00
"Bidhannagar, Kolkata, India",123,123.0,79.0,25.1,9.3,0.8,5.9,22.58157048,88.41002457,2024-04-21 21:00:00
"Sidhu Kanhu Indoor Stadium, Durgapur, India",180,180.0,166.0,8.2,30.4,1.1,27.4,23.5404352,87.2892225,2024-04-21 21:00:00
"Victoria, Kolkata, India",126,126.0,83.0,12.4,2.3,5.9,12.2,22.5448082,88.3403691,2024-04-21 21:00:00
"Rabindra Bharati University, Kolkata, India",115,115.0,58.0,16.3,15.6,2.7,6.0,22.627847,88.380669,2024-04-21 21:00:00
"Kolkata US Consulate, India (कोलकाता अमेरिकी वाणिज्य दूतावास)",152,152.0,,,,,,22.562629699707,88.363037109375,2024-04-21 20:00:00
"Rabindra Bharati University, Kolkata, India",115,115.0,58.0,16.3,15.6,2.7,6.0,22.627847,88.380669,2024-04-21 21:00:00
"Ward-32 Bapupara, Siliguri, India",130,130.0,70.0,14.4,16.2,3.2,6.1,26.6883049,88.412668,2024-04-21 21:00:00
"Gulzarpet, Anantapur, India",75,75.0,61.0,6.8,4.7,3.6,7.2,14.675886,77.593027,2024-05-01 09:00:00
"Anand Kala Kshetram, Rajamahendravaram, India",19,5.0,19.0,6.5,1.1,4.7,5.8,16.9872867,81.7363176,2024-05-01 05:00:00
"Tirumala-APPCB, Tirupati, India",90,90.0,58.0,12.5,10.0,4.1,7.3,13.67,79.35,2024-05-01 10:00:00
"PWD Grounds, Vijayawada, India",-,52.0,,5.1,0.7,4.9,4.2,16.507014,80.627767,2020-11-19 16:00:00
"Naharlagun, Naharlagun, India",127,127.0,57.0,1.0,1.1,1.7,2.8,27.103358,93.679645,2024-05-01 10:00:00
"Pan Bazaar, Guwahati, India",63,63.0,51.0,7.0,0.1,15.5,4.1,26.1875,91.744194,2024-05-01 09:00:00
"D M Colony, Bihar Sharif, India",87,87.0,58.0,9.6,3.5,4.5,10.7,25.204762,85.51496,2024-05-01 10:00:00
"New DM Office, Arrah, India",102,102.0,76.0,10.2,0.5,7.4,2.5,25.5626095,84.663264,2024-05-01 10:00:00
"DRCC Anandpur, Begusarai, India",262,262.0,152.0,1.6,34.0,6.8,2.1,25.444266,86.140169,2023-12-22 18:00:00
"Kamalnath Nagar, Bettiah, India",174,174.0,117.0,7.9,10.4,5.1,11.4,26.80365,84.51954,2024-05-01 09:00:00
"DM Office_Kachari Chowk, Bhagalpur, India",122,122.0,57.0,19.8,18.7,6.6,8.6,25.251013,86.989001,2024-05-01 10:00:00
"D M Colony, Bihar Sharif, India",87,87.0,58.0,9.6,3.5,4.5,10.7,25.204762,85.51496,2024-05-01 10:00:00
"SFTI Kusdihra, Gaya, India",162,162.0,88.0,7.7,12.5,4.5,4.8,24.762518,84.982348,2024-05-01 09:00:00
"Central Jail, Buxar, India",241,241.0,147.0,8.2,1.6,1.5,6.0,25.555605,83.950942,2022-12-01 17:00:00
"Darshan Nagar, Chhapra, India",157,157.0,95.0,0.9,11.0,2.4,10.1,25.7808257,84.7446768,2024-05-01 10:00:00
"Town Hall - Lal Bagh, Darbhanga, India",192,192.0,170.0,21.6,1.6,10.1,4.8,26.15146,85.89342,2023-01-14 13:00:00
"Collectorate, Gaya, India",133,133.0,,22.0,1.0,7.8,3.9,24.7955,84.9994,2024-05-01 09:00:00
"Industrial Area, Hajipur, India",151,124.0,151.0,5.3,29.5,3.5,6.3,25.697189,85.2459,2024-05-01 10:00:00
"Town Hall, Munger, India",158,158.0,92.0,15.1,1.9,9.0,11.5,25.376776,86.471523,2024-05-01 10:00:00
"Mirchaibari, Katihar, India",111,65.0,111.0,6.9,11.2,9.1,11.3,25.560083,87.553265,2024-05-01 10:00:00
"Gandak Colony, Motihari, India",113,113.0,55.0,48.0,22.7,4.1,6.0,26.63086,84.90051,2024-05-01 08:00:00
"Town Hall, Munger, India",158,158.0,92.0,15.1,1.9,9.0,11.5,25.376776,86.471523,2024-05-01 10:00:00
"Buddha Colony, Muzaffarpur, India",193,193.0,162.0,12.6,9.0,4.7,4.4,26.11442,85.39813,2024-05-01 10:00:00
"IGSC Planetarium Complex, Patna, India",155,155.0,,17.3,4.1,2.1,2.3,25.6103665,85.1327137,2024-05-01 10:00:00
"Police Line, Saharsa, India",104,104.0,97.0,12.9,2.7,6.7,9.9,25.892357,86.590325,2024-05-01 09:00:00
"DM Office_Kasipur, Samastipur, India",152,152.0,72.0,23.3,4.8,4.1,4.0,25.859655,85.77944,2024-05-01 10:00:00
"Chitragupta Nagar, Siwan, India",49,127.0,88.0,48.5,5.9,12.9,18.7,26.2271665,84.3570427,2024-05-01 10:00:00
"Sector 22, Chandigarh, India",80,80.0,60.0,47.5,6.5,5.3,5.3,30.735567,76.775714,2024-05-01 10:00:00
"Sector 22, Chandigarh, India",80,80.0,60.0,47.5,6.5,5.3,5.3,30.735567,76.775714,2024-05-01 10:00:00
"Civic Center, Bhilai, India",70,70.0,41.0,24.0,4.7,3.6,6.7,21.185571,81.343175,2024-05-01 10:00:00
"Mangala, Bilaspur, India",133,133.0,61.0,,4.7,8.8,6.0,22.08815,82.13737,2024-05-01 10:00:00
"Civic Center, Bhilai, India",70,70.0,41.0,24.0,4.7,3.6,6.7,21.185571,81.343175,2024-05-01 10:00:00
"Doon University, Dehradun, India",94,93.0,94.0,36.6,1.0,1.1,3.4,30.269444,78.044167,2024-05-01 10:00:00
"Phase-1 GIDC, Vapi, India",124,124.0,62.0,0.1,2.5,21.9,,20.362421,72.918013,2024-05-01 09:00:00
"Phase-1 GIDC, Vapi, India",124,124.0,62.0,0.1,2.5,21.9,,20.362421,72.918013,2024-05-01 09:00:00
"New Delhi US Embassy, India (नई दिल्ली अमेरिकी दूतावास)",151,151.0,,,,,,28.63576,77.22445,2024-05-01 08:00:00
"New Delhi US Embassy, India (नई दिल्ली अमेरिकी दूतावास)",151,151.0,,,,,,28.63576,77.22445,2024-05-01 08:00:00
"New Delhi US Embassy, India (नई दिल्ली अमेरिकी दूतावास)",151,151.0,,,,,,28.63576,77.22445,2024-05-01 08:00:00
"Maninagar, Ahmedabad, India",76,76.0,75.0,11.0,12.9,3.8,14.9,23.002657,72.591912,2024-05-01 10:00:00
"GIDC, Ankleshwar, India",93,93.0,69.0,15.0,11.9,14.1,11.0,21.613267,73.010555,2024-05-01 10:00:00
"GIFT City, Gandhinagar, India",15,,,14.7,2.5,3.9,0.7,23.163798,72.677768,2024-05-01 10:00:00
"13 Lenin street, Oha, Russia (ул.Ленина, д.13)",10,10.0,4.0,5.2,0.7,,4.3,53.58904,142.94797,2022-01-12 05:00:00
"Patti Mehar, Ambala, India",71,71.0,51.0,15.8,1.7,8.4,10.9,30.379589,76.778328,2024-05-01 10:00:00
"H.B. Colony, Bhiwani, India",143,143.0,46.0,3.4,3.2,3.2,5.4,28.806223,76.141105,2024-05-01 10:00:00
"Sector 22, Chandigarh, India",80,80.0,60.0,47.5,6.5,5.3,5.3,30.735567,76.775714,2024-05-01 10:00:00
"Sector16A Faridabad, Faridabad, India",113,113.0,,5.6,0.2,3.3,2.8,28.4088421,77.3099081,2024-05-01 10:00:00
"Urban Estate-II, Hisar, India",114,114.0,94.0,39.0,9.0,35.5,4.4,29.14056,75.744941,2024-05-01 09:00:00
"Police Lines, Jind, India",86,86.0,62.0,6.0,4.0,6.0,15.6,29.307814,76.337619,2024-05-01 10:00:00
"Rishi Nagar, Kaithal, India",91,90.0,91.0,3.6,9.0,14.5,3.2,29.8006,76.4155,2024-05-01 10:00:00
"Sector-12, Karnal, India",68,68.0,56.0,13.8,2.8,5.2,3.8,29.6953,77.0027,2024-05-01 10:00:00
"MD University, Rohtak, Rohtak, India",223,223.0,,11.2,7.1,2.8,9.9,28.870083,76.6205,2020-01-13 04:00:00
"F-Block, Sirsa, India",122,122.0,68.0,40.4,3.5,1.8,10.7,29.5364,75.0158,2024-05-01 10:00:00
"Murthal, Sonipat, India",64,58.0,64.0,8.2,13.8,5.4,2.1,29.0272,77.0621,2024-05-01 09:00:00
"Mangala, Bilaspur, India",133,133.0,61.0,,4.7,8.8,6.0,22.08815,82.13737,2024-05-01 10:00:00
"Unna-Königsborn, Germany",75,75.0,,5.7,8.7,,,51.547479,7.693785,2024-05-01 04:00:00
"Rajbagh, Srinagar, India",58,58.0,41.0,5.6,4.6,4.8,4.0,34.066206,74.81982,2024-03-04 09:00:00
"Tata Stadium, Jorapokhar, India",-,,,14.1,6.1,14.0,4.7,23.707909,86.41467,2024-04-30 18:00:00
"Hombegowda Nagar, Bengaluru, India",83,83.0,57.0,,4.2,1.6,4.3,12.938539,77.5901,2024-05-01 10:00:00
"Ramteerth Nagar, Belgaum, India",60,60.0,51.0,8.0,1.7,3.4,10.1,15.888653,74.541751,2024-05-01 09:00:00
"Kalyana Nagara, Chikkamagaluru, India",71,71.0,41.0,18.4,9.5,1.0,2.0,13.328028,75.797056,2024-05-01 10:00:00
"Devaraj Urs Badavane, Davanagere, India",70,78.0,70.0,,,,,14.4758,75.9052,2024-05-01 10:00:00
"B.Katihalli, Hassan, India",112,112.0,66.0,1.5,4.5,10.7,4.9,13.008556,76.125258,2024-04-30 22:00:00
"Lal Bahadur Shastri Nagar, Kalaburagi, India",153,153.0,79.0,20.1,4.6,10.2,8.1,17.321993,76.822628,2024-05-01 10:00:00
"Tamaka Ind. Area, Kolar, India",106,106.0,73.0,5.7,9.0,3.5,1.0,13.1276288,78.1570122,2024-05-01 08:00:00
"Stuart Hill, Madikeri, India",74,74.0,45.0,13.2,0.8,1.7,10.3,12.415911,75.73505,2024-05-01 10:00:00
"Kadri, Mangalore, India",121,121.0,56.0,12.5,2.1,6.9,6.4,12.88925,74.853,2024-05-01 09:00:00
"Haji Colony, Raichur, India",61,61.0,59.0,1.9,17.9,41.3,20.6,16.208139,77.348417,2024-04-30 13:00:00
"Vinoba Nagara, Shivamogga, India",75,75.0,55.0,26.8,4.7,2.4,3.5,13.94,75.555917,2024-05-01 10:00:00
"Ibrahimpur, Vijayapura, India",64,64.0,39.0,6.2,6.9,157.2,17.4,16.802639,75.722694,2024-05-01 10:00:00
"Thavakkara, Kannur, India",131,131.0,57.0,13.7,2.2,0.2,6.5,11.875,75.3732,2024-05-01 10:00:00
"Kera, Kochi, Kochi Prefecture, Japan (介良高知市)",17,17.0,3.0,25.6,2.8,1.5,,33.5489621,133.5987948,2024-05-01 12:00:00
"Polayathode, Kollam, India",134,134.0,59.0,14.3,3.1,1.2,2.8,8.8787,76.6073,2024-04-30 18:00:00
"Plammoodu, Thiruvananthapuram, India",27,27.0,17.0,3.9,3.3,5.1,4.8,8.5149093,76.9435879,2024-05-01 09:00:00
"Corporation Ground, Thrissur, India",88,88.0,56.0,12.5,2.7,0.1,2.5,10.5324,76.2159,2024-05-01 10:00:00
"Rue  Lafaurie (coté Montant), Le Havre, France",17,17.0,12.0,,4.6,,,49.5001917595947,0.110902803971606,2024-05-01 05:00:00
"T T Nagar, Bhopal, India",85,75.0,85.0,35.9,3.4,8.7,3.4,23.233584,77.400574,2024-05-01 10:00:00
"Shrivastav Colony, Damoh, India",50,50.0,36.0,,2.4,,4.4,23.81748678,79.446246,2024-01-22 16:00:00
"Bhopal Chauraha, Dewas, India",76,76.0,44.0,20.3,4.6,22.8,2.6,22.9682591,76.064118,2024-05-01 10:00:00
"Phool Bagh, Gwalior, India",162,162.0,81.0,,1.7,9.9,13.2,26.210536,78.171,2024-05-01 09:00:00
"Marhatal, Jabalpur, India",107,107.0,99.0,31.7,6.5,7.5,1.5,23.168606,79.932247,2024-05-01 10:00:00
"Shasthri Nagar, Ratlam, India",104,90.0,104.0,,6.3,15.4,,23.331731,75.045981,2024-05-01 10:00:00
"Deen Dayal Nagar, Sagar, India",86,86.0,53.0,,8.7,4.7,9.9,23.8640158,78.80289321,2024-05-01 10:00:00
"Bandhavgar Colony, Satna, India",53,20.0,53.0,8.5,15.8,1.9,4.1,24.58434363,80.8549414,2024-05-01 10:00:00
"Mahakaleshwar Temple, Ujjain, India",76,64.0,76.0,54.6,41.2,5.2,6.1,23.182719,75.768218,2024-05-01 10:00:00
"Gurdeo Nagar, Aurangabad, India",157,157.0,67.0,29.2,1.8,0.3,1.7,24.75746,84.366208,2024-05-01 09:00:00
"MIDC Khutala, Chandrapur, India",174,143.0,174.0,0.6,17.3,9.2,13.0,19.9775302,79.2337086,2024-04-25 22:00:00
"Malayer, Hamadan, Iran (ملایر همدان)",57,57.0,57.0,,38.0,6.0,10.0,34.2875011,48.787992,2024-05-01 08:00:00
"Khadakpada, Kalyan, India",96,76.0,96.0,6.3,12.6,12.2,3.6,19.25292,73.142019,2024-05-01 10:00:00
"Mumbai US Consulate, India (मुंबई अमेरिकी वाणिज्य दूतावास)",109,109.0,,,,,,19.072830200195,72.882606506348,2024-04-29 15:00:00
"Opp GPO Civil Lines, Nagpur, India",105,105.0,69.0,27.1,6.1,2.9,2.9,21.152875,79.0517531,2024-05-01 10:00:00
"Gangapur Road, Nashik, India",116,116.0,73.0,16.8,9.1,2.8,10.8,20.0073285,73.7762427,2024-05-01 10:00:00
"Shivajinagar, Pune, Pune, India",232,232.0,138.0,61.0,198.0,,51.0,18.529603,73.849586,2021-11-15 06:00:00
"Solapur, Solapur, India",103,103.0,88.0,,20.0,45.0,,17.6599188,75.9063906,2024-05-01 09:00:00
"Pimpleshwar Mandir, Dombivali, Thane, India",103,,103.0,23.5,11.7,58.5,8.7,19.192056,72.9585188,2024-04-30 13:00:00
"Khadakpada, Kalyan, India",96,76.0,96.0,6.3,12.6,12.2,3.6,19.25292,73.142019,2024-05-01 10:00:00
"DM College of Science, Imphal, India",59,59.0,18.0,8.5,2.7,40.1,1.3,24.8207389,93.9423085,2024-05-01 10:00:00
"Lumpyngngad, Shillong, India",117,117.0,57.0,3.4,0.5,16.2,1.9,25.5586,91.8985,2024-05-01 10:00:00
"Sikulpuikawn, Aizawl, India",70,70.0,49.0,0.5,0.5,1.1,2.2,23.7176342,92.7192841,2024-05-01 10:00:00
"PWD Juction, Kohima, India",159,159.0,79.0,7.1,1.3,13.7,2.2,25.6635413,94.0989878,2024-05-01 08:00:00
"Mons, Belgium",46,46.0,19.0,,,,,50.4651921586212,3.93971432591091,2024-05-01 06:00:00
"Jawahar Nagar, Puducherry, India",33,21.0,33.0,2.2,3.0,3.3,4.7,11.9309,79.8027,2024-05-01 09:00:00
"Jawahar Nagar, Puducherry, India",33,21.0,33.0,2.2,3.0,3.3,4.7,11.9309,79.8027,2024-05-01 09:00:00
"Golden Temple, Amritsar, India",84,84.0,42.0,22.3,9.2,9.0,8.0,31.62,74.876512,2024-05-01 09:00:00
"Sector 22, Chandigarh, India",80,80.0,60.0,47.5,6.5,5.3,5.3,30.735567,76.775714,2024-05-01 10:00:00
"Civil Line, Jalandhar, India",97,97.0,57.0,12.1,14.5,3.6,4.3,31.321907,75.578914,2024-05-01 10:00:00
"Punjab Agricultural University, Ludhiana, India",103,103.0,56.0,12.7,4.6,3.9,3.3,30.9028,75.8086,2024-05-01 09:00:00
"Model Town, Patiala, India",93,93.0,58.0,16.3,8.8,7.1,4.2,30.349388,76.366642,2024-05-01 10:00:00
"Ratanpura, Rupnagar, India",155,155.0,77.0,,,4.9,4.9,31.0325454,76.5623046,2024-05-01 09:00:00
"Civil Lines, Ajmer, India",153,153.0,111.0,36.5,4.1,4.9,4.8,26.470859,74.646594,2024-05-01 09:00:00
"Moti Doongri, Alwar, India",154,154.0,96.0,8.8,14.5,7.3,6.4,27.554793,76.611536,2024-05-01 10:00:00
"Tulle centre, France",10,,10.0,6.5,2.3,,,45.262666665757,1.76283333333,2024-05-01 05:00:00
"Police Commissionerate, Jaipur, India",171,162.0,171.0,45.1,8.5,5.1,6.1,26.9164092,75.7994901,2024-05-01 10:00:00
"Collectorate, Jodhpur, India",154,154.0,94.0,37.3,2.9,5.2,6.7,26.268249,73.0193853,2024-05-01 10:00:00
"Shrinath Puram, Kota, India",164,164.0,129.0,24.3,15.6,12.7,7.4,25.14389,75.821256,2024-05-01 10:00:00
"Indira Colony Vistar, Pali, India",177,177.0,138.0,30.5,9.1,3.0,7.5,25.771061,73.340227,2024-05-01 10:00:00
"Ashok Nagar, Udaipur, India",162,162.0,106.0,33.9,17.1,3.3,5.4,24.5886166,73.6321397,2024-05-01 09:00:00
"Zero Point GICI, Gangtok, India",65,65.0,56.0,23.9,2.9,4.6,4.7,27.33853,88.614099,2024-05-01 09:00:00
"Chennai US Consulate, Chennai, India (चेन्नई अमेरिकी वाणिज्य दूतावास)",57,57.0,,,,,,13.087840080261,80.278472900391,2024-05-01 08:00:00
"SIDCO Kurichi, Coimbatore, India",87,87.0,58.0,3.2,0.5,7.2,5.2,10.942451,76.978996,2023-07-21 11:00:00
"Mendonsa Colony, Dindigul, India",61,61.0,41.0,1.0,0.1,17.0,4.2,10.358535,77.984321,2023-07-25 10:00:00
"Chalai Bazaar, Ramanathapuram, India",30,30.0,14.0,5.6,,3.8,1.0,9.36399,78.831977,2024-05-01 10:00:00
"Salem, Oregon, USA",9,9.0,,23.9,,,,44.943114,-123.005934,2024-04-30 20:00:00
"Kumaran College, Tirupur, India",56,56.0,55.0,2.7,4.7,9.9,8.2,11.0973603,77.3228673,2024-04-30 10:00:00
"Meelavittan, Thoothukudi, India",72,,72.0,42.4,11.4,3.8,7.9,8.816428,78.099039,2024-05-01 10:00:00
"Bombay Castel, Ooty, India",154,154.0,81.0,2.2,12.3,5.4,4.1,11.4068288,76.7138973,2024-05-01 10:00:00
"Hyderabad US Consulate, India (हैदराबाद अमेरिकी वाणिज्य दूतावास)",107,107.0,,,,,,17.384050369263,78.456359863281,2024-05-01 09:00:00
